acc_mean_x,acc_std_x,acc_range_x,acc_rms_x,acc_mean_y,acc_std_y,acc_range_y,acc_rms_y,acc_mean_z,acc_std_z,acc_range_z,acc_rms_z,gyro_mean_x,gyro_std_x,gyro_range_x,gyro_rms_x,gyro_mean_y,gyro_std_y,gyro_range_y,gyro_rms_y,gyro_mean_z,gyro_std_z,gyro_range_z,gyro_rms_z,orient_mean_x,orient_std_x,orient_range_x,orient_rms_x,orient_mean_y,orient_std_y,orient_range_y,orient_rms_y,orient_mean_z,orient_std_z,orient_range_z,orient_rms_z,acc_magnitude_mean,acc_magnitude_std,acc_dom_freq_x,acc_dom_freq_magnitude_x,acc_dom_freq_y,acc_dom_freq_magnitude_y,acc_dom_freq_z,acc_dom_freq_magnitude_z,gyro_dom_freq_x,gyro_dom_freq_magnitude_x,gyro_dom_freq_y,gyro_dom_freq_magnitude_y,gyro_dom_freq_z,gyro_dom_freq_magnitude_z,orient_dom_freq_x,orient_dom_freq_magnitude_x,orient_dom_freq_y,orient_dom_freq_magnitude_y,orient_dom_freq_z,orient_dom_freq_magnitude_z,Label
-9.38791393470764,1.20062532411587,5.62457799911499,9.46407223185192,-0.347590212464333,2.98675270335704,10.6745483875275,3.00097115946947,0.117138713158667,1.25086188038765,6.56370389461517,1.25384141746561,-0.591109521215782,0.550496004266534,2.18585824966431,0.806996984741899,0.203643793414463,0.326377463745577,1.80876570940018,0.384144444762467,0.368529081135988,1.01643398258059,3.30435290932655,1.07926788723829,125.53961190051,27.1705578267817,78.1405196523424,128.434732108953,-3.58600052007741,9.2308327436549,48.7416488890111,9.88568863452423,90.1799611868426,5.54251491597639,28.3683027930559,90.3494437911374,9.89358331850136,1.5075507842758,0,9.38791393470764,0.8,2.51913787963778,0.4,1.44890387523325,0.4,0.695360887763406,0,0.203643793414463,0.4,0.874037519598242,0,125.53961190051,0.4,6.44306667394666,0,90.1799611868426,0
-9.32137675285339,1.25392956178433,6.89410400390625,9.40500476114545,-0.195924706065096,2.19599763272591,9.27034902572632,2.20034144417923,-0.963886453554034,0.799358771852971,3.77086770534515,1.25119768370099,-0.528767825175077,0.458324286162177,1.22927888482809,0.699154002792879,0.140564954492263,0.197087677276202,1.08440721035004,0.241757491622088,0.163952677693334,0.783660122842557,3.65601289272308,0.799091469047125,120.821479971613,22.282259322561,59.5200169559186,122.850897866994,-3.12113947611413,3.47976533168608,23.7204461477741,4.66924440631542,97.2108395922565,2.43460625279331,10.8441000999325,97.2411997694761,9.65812807829029,1.26016935464654,0,9.32137675285339,0.8,1.77652677563256,0,0.963886453554034,0.4,0.620986428209525,0,0.140564954492263,0.4,0.584967057080344,0,120.821479971613,0,3.12113947611413,0,97.2108395922566,0
-9.33112831401825,1.16285064786003,6.94677662849426,9.40301910853023,0.585727078914642,1.34310396799383,7.87632524967194,1.46280168400891,-1.09896731179953,1.17434032828491,5.15531492233276,1.60663874539787,-0.757827013008296,0.552255218111285,1.80663514137268,0.937052647545747,0.218009525381029,0.365675284973937,2.42353826761246,0.425101980166487,0.00549127557838801,0.610588552153956,3.39716118574142,0.609390893112833,125.683777823472,34.7851348516851,106.289771448527,130.390097753638,-5.54175971322307,2.59382759247407,17.210855812118,6.11654563722565,97.8294964619163,5.69782492472685,22.4293645172706,97.9946209035447,9.58455871857066,1.13101553267373,0,9.33112831401825,0.8,0.95681443995734,0.4,1.16642538182181,0,0.757827013008296,0,0.218009525381029,0.4,0.368191604644964,0,125.683777823472,0,5.54175971322307,0,97.8294964619163,0
-9.35673194313049,0.789595903556496,4.03423023223877,9.38985625554236,0.261600047722459,2.19390680999806,9.58698236942291,2.20508702040541,-0.961650265455246,0.994500401172367,4.75727891921997,1.38197183646788,-0.619870813183486,0.434040692652654,1.54884883761406,0.756225880688858,0.204078407924855,0.223704644636116,1.55097928643227,0.302475766865359,0.187801646770909,0.807562554878687,3.40874570608139,0.827537376468211,123.80625031785,25.9164537941385,80.3221093940012,126.479103193851,-5.98792164562932,5.05887446630001,29.851608998692,7.8323079393315,96.4984216832561,4.71450742521546,21.5669711722864,96.6130584408799,9.6904094809292,1.02067951026115,0,9.35673194313049,0.8,1.75333044635798,0.4,0.968142000282342,0,0.619870813183486,0,0.204078407924855,0.4,0.617539680195899,0,123.80625031785,0,5.98792164562932,0,96.4984216832561,0
-9.22369562149048,1.54838392788872,9.30446624755859,9.35224378076695,-1.42053015892208,3.15390008642672,11.3449249267578,3.45328877225016,-0.285781494289637,1.64030072860178,7.23408055305481,1.66177471301285,-0.527617374263704,0.345906152312109,1.32834559679031,0.630517688544472,0.370195108632906,0.636509214243659,3.05189257860184,0.735233175498455,0.418867733627209,1.00726003242252,3.40448465943336,1.08902004577425,134.650082510442,40.2350364768496,358.528500402747,140.509883807941,3.30608239748488,16.2230643573873,71.0301847239929,16.52468597869,92.5281251311872,11.172861144375,62.8030225125661,93.1975720453034,9.98095867335383,1.59430028874671,0,9.22369562149048,0.4,3.16232289122575,0.4,1.29252888637626,0,0.527617374263704,0.8,0.49348274981593,0.4,1.01669079466692,0,134.650082510442,0.4,13.268035522156,0,92.5281251311872,0
8.65559935092926,1.90411715010373,7.32565832138062,8.86174698333466,-3.08520901197195,4.50602921699281,14.9146792441607,5.45358567868226,1.43302548596635,1.27235609951149,4.68066430091858,1.91467400024582,0.557228720422834,0.682231982853051,2.31901234388351,0.879819619795992,0.0698654393441975,0.41261561376168,2.29677551984787,0.417674296259424,-0.509553684860468,1.24754313658568,4.05867099761963,1.34528189606727,43.6983226515402,143.440778782173,359.62436327394,149.674645121089,8.38003079981651,14.6742261764556,67.3190242769115,16.8729516809637,-79.7246021231441,2.40068807115038,15.0759691964565,79.7605944918651,10.3084165658628,2.38693750774805,0,8.65559935092926,0.4,4.14415353226492,0,1.43302548596635,0.4,0.888551213537457,1.6,0.300833935656957,0.4,1.28883978989816,0.4,147.795788450029,0.4,12.3540220776454,0,79.7246021231441,0
8.23362129592896,2.08050981880625,8.13011026382446,8.49139132689687,-3.60952960102633,4.60817615836684,15.8101105690002,5.84628517070453,1.86027077631652,1.69726825303422,7.28735136985779,2.51591017444663,0.298586948191863,0.993428411805812,3.66027367115021,1.03542579404611,0.167490850589238,0.561789988711377,2.79317420721054,0.585148480713887,-0.54287790291477,1.2013516917461,4.51139503717422,1.3161266356948,49.9114369056673,136.779870718441,359.533166588142,145.344589289064,10.7071103294688,19.0205962348004,65.8733308558176,21.7939936773922,-75.5427538623652,5.44497684979908,40.358488145149,75.7379484995016,10.3854626843714,2.18491216431601,0,8.23362129592896,0.4,4.96012407856657,0,1.86027077631652,0.4,1.28071742769729,0.8,0.439776181356185,0.4,1.34116435834213,0.4,133.058101579639,0.4,17.6699482050141,0,75.5427538623652,0
6.91307544803619,1.4278128832954,6.71214413642883,7.05840684442504,-3.27616097778175,4.29828547419909,14.5836811959743,5.397646499909,5.34014956188202,1.76554972843208,5.42346525192261,5.62333482227948,0.282799128888291,0.261555800298576,1.18666961789131,0.384854697545873,0.149727023948915,0.511863028398167,2.29357981681824,0.532328776699304,-0.290851756319404,1.38038536147609,4.45387244224548,1.40799028240498,56.3225131279807,150.792125395412,359.761499812096,160.684590132322,10.0546444953143,10.7914153743934,55.1190721827414,14.7337945936109,-54.167290402707,11.8196274943968,31.4760832616413,55.4368120412878,10.2517579459036,2.34543229963243,0,6.91307544803619,0.4,3.80727009764896,0,5.34014956188202,0,0.282799128888291,0.8,0.381136489141068,0.4,1.40756298615767,0.4,162.597186133398,0,10.0546444953143,0,54.1672904027071,0
6.85394113063812,2.161585034208,7.56029033660889,7.1854205919295,-4.26655835938454,4.37980502320626,13.1944451630116,6.10814877906323,4.00247795820236,1.13344978634012,4.29759228229523,4.15925466765112,0.533491068162024,0.368666359470001,1.33154127001762,0.648061682924628,0.190143561565434,0.391315759086386,2.07414180040359,0.434361698611773,-0.311214751563501,1.1339599587044,3.76573199033737,1.17370198465532,149.755356087118,22.7774701588549,65.8695793744159,151.470804351959,21.7968451392139,26.3481734927728,72.9121191257244,34.1548210278213,-57.8977573613172,7.52689018870719,29.127468074019,58.3830263610852,10.1223405068839,1.94744520190654,0,6.85394113063812,0.4,5.14270683275437,0,4.00247795820236,0,0.533491068162024,0.8,0.314616746313744,0.4,1.34926526966237,0,149.755356087118,0.4,29.2144548428184,0,57.8977573613172,0
8.38258129638433,2.17747992690104,11.1629652380943,8.6596837325171,-2.89500884020329,4.2924282926887,15.0960399806499,5.17033046043849,2.75341814130545,1.18761448266714,7.14788913726807,2.99768208916037,0.500771372564137,0.678613781681156,2.3744044303894,0.842286510404042,0.147211475846358,0.685691545939743,5.21657919883728,0.699973873233426,-0.419894085079432,1.27619664740828,4.53909116983414,1.34107203908269,81.0178454948596,122.794782482499,359.864403442131,146.908596273783,8.13754516386194,14.0780640381532,57.793737015843,16.2363407456232,-72.0131813726804,4.70895969020979,21.1883396356468,72.1663626322758,10.2672758998147,2.30495862417389,0,8.38258129638433,0.4,3.85850913664574,0,2.75341814130545,0.4,0.87026608262164,2.8,0.385822876936915,0.4,1.28326580837502,0.8,94.3252126915926,0.4,10.7704554122181,0,72.0131813726804,0
