acc_mean_x,acc_std_x,acc_range_x,acc_rms_x,acc_sma_x,acc_mad_x,acc_zcr_x,acc_mean_y,acc_std_y,acc_range_y,acc_rms_y,acc_sma_y,acc_mad_y,acc_zcr_y,acc_mean_z,acc_std_z,acc_range_z,acc_rms_z,acc_sma_z,acc_mad_z,acc_zcr_z,gyro_mean_x,gyro_std_x,gyro_range_x,gyro_rms_x,gyro_sma_x,gyro_mad_x,gyro_zcr_x,gyro_mean_y,gyro_std_y,gyro_range_y,gyro_rms_y,gyro_sma_y,gyro_mad_y,gyro_zcr_y,gyro_mean_z,gyro_std_z,gyro_range_z,gyro_rms_z,gyro_sma_z,gyro_mad_z,gyro_zcr_z,acc_magnitude_mean,acc_magnitude_std,acc_dom_freq_x,acc_dom_freq_magnitude_x,acc_dom_freq_y,acc_dom_freq_magnitude_y,acc_dom_freq_z,acc_dom_freq_magnitude_z,gyro_dom_freq_x,gyro_dom_freq_magnitude_x,gyro_dom_freq_y,gyro_dom_freq_magnitude_y,gyro_dom_freq_z,gyro_dom_freq_magnitude_z,Label
-0.38078342,0.458187365438719,1.601721,0.595056242843632,0.535008292,0.38536623792,11,-0.654522072,0.118772379714304,0.560243,0.665168845786873,0.654522072,0.096193989696,15,8.1682261,0.185021831905298,2.571373,8.17031295402384,8.1682261,0.0943455352000001,19,-0.04451842,0.0212261313979749,0.111648,0.0493014825213604,0.045294356,0.01617871184,15,-0.051020128,0.075230579421349,0.35253,0.090774748586201,0.068670552,0.06348490912,9,0.26038926,0.21065899589381,0.621657,0.334667402691287,0.270425292,0.193430016,1,8.21698658775407,0.178364695977293,0.4,0.479748661633691,0,0.654522072,0,8.1682261,0,0.04451842,0.4,0.0788272687527433,0,0.26038926,2
1.522650032,0.277366740860409,2.531869,1.54760708826542,1.522650032,0.177158204096,32,1.562628448,0.158478191815821,1.831564,1.57061215531747,1.562628448,0.100388563904,18,7.97205478,0.506221877019491,7.829039,7.98804688029176,7.97205478,0.13055278112,33,-0.020841592,0.0249544408868932,0.113247,0.0324746852269887,0.027737632,0.021078642432,15,0.045086508,0.0675370909496827,0.414616,0.0810913486320458,0.058377668,0.052485058112,14,0.182401048,0.159376634892736,0.406888,0.242011260924429,0.193505056,0.1521901424,1,8.27016106516338,0.525684827846379,0,1.522650032,0,1.562628448,0,7.97205478,0.4,0.0218993164682601,2.4,0.0476443440131172,0.4,0.20019756715296,2
2.375579584,1.01101142584262,7.189788,2.58097537506447,2.451226784,0.719109158656,12,-0.079535364,0.616476183751478,2.765303,0.620361658807883,0.506143804,0.528086951744,3,7.924472424,0.575460330578219,8.783129,7.94525601679627,7.924472424,0.256984426944,26,-0.039795616,0.0544605555584174,0.295774,0.0673630414701118,0.050756816,0.042126136704,16,0.0630237,0.190915881513935,1.101555,0.2006864845491,0.149265868,0.1493915408,14,0.21286194,0.36461239763004,1.228392,0.421569255525196,0.257900484,0.32257445488,2,8.3571717102374,0.576529441782615,0,2.375579584,0.4,0.733314510936669,0,7.924472424,0,0.039795616,0.8,0.126155261505325,0.4,0.410366820961772,2
2.345996848,0.35524861538512,1.838747,2.37263524024323,2.345996848,0.2463614496,22,0.96192326,0.205612411492164,1.143232,0.983566833536802,0.96192326,0.1519731416,14,7.967927184,0.22902527127331,2.723405,7.97120482575303,7.967927184,0.137468127808,29,-0.00493168,0.054936591376695,0.231555,0.0550479647527863,0.046173664,0.04472779904,8,0.034258544,0.0581855158505555,0.340272,0.067421508992131,0.046206712,0.043039667968,22,0.222583588,0.286105580601721,0.802319,0.362039267601452,0.25202874,0.26991780256,1,8.37175027178984,0.225630442447632,0,2.345996848,0,0.96192326,0,7.967927184,0.4,0.0588854183096541,0,0.034258544,0.4,0.376772636538869,2
3.794043568,0.365076374039841,4.473566,3.81149763632732,3.794043568,0.242475567616,14,0.890609492,0.151705788131992,1.240196,0.903386879918364,0.890609492,0.104805900512,26,7.527647892,0.491252226810482,7.422025,7.54359637184261,7.527647892,0.171911274016,24,0.04429566,0.0878798075168876,0.310695,0.098255150611884,0.080594244,0.078667196,3,0.039482268,0.0763832320802431,0.485228,0.0858481801605369,0.05768274,0.052297772896,24,0.253881188,0.248611498675583,0.718916,0.354987470461869,0.266716148,0.235063154976,1,8.4826622264886,0.543222072450869,0,3.794043568,0,0.890609492,0,7.527647892,0.4,0.101411328297653,0.8,0.0522390573671963,0.4,0.311241175476491,2
3.99216376,0.513875030098065,5.146337,4.02496990833837,3.99216376,0.34735787872,18,1.284503596,0.511013342097287,2.03986,1.38204181752766,1.284503596,0.461048697568,2,7.37541496,0.54221907416789,7.789535,7.3952397764025,7.37541496,0.25160693536,25,0.026791212,0.108056144244569,0.539587,0.111117932073073,0.077821988,0.081154682272,9,0.06383374,0.164817617416963,0.970989,0.176439604356131,0.110720468,0.1140420784,15,0.296338252,0.301859226635437,0.858809,0.422576473945888,0.312978316,0.285150591968,1,8.51340876648509,0.56846943951264,0,3.99216376,0,1.284503596,0,7.37541496,0.4,0.113198226174377,2.4,0.0842923205236904,0.4,0.403508584166087,2
-0.726041636,0.484825007187982,2.789245,0.87249729148577,0.792590892,0.370569748832,11,0.602831268,0.206665341070464,1.133654,0.637138335548458,0.602831268,0.13688928896,16,8.069795716,0.523486644376613,8.201338,8.08668937277458,8.069795716,0.15678617152,18,-0.103405536,0.0910376527484783,0.382374,0.137649582914472,0.106566856,0.07886048288,5,0.052673204,0.119756185238097,0.848416,0.130608744526529,0.083237516,0.086325843808,7,0.357309148,0.383588452193094,1.091964,0.523661500874139,0.376473132,0.362927887552,1,8.14155166511669,0.527247796783639,0,0.726041636,0,0.602831268,0,8.069795716,0,0.103405536,0.4,0.0820123400346133,0.4,0.47791291762849,2
-2.685882456,0.6486500842839,3.648763,2.76279360639964,2.685882456,0.407563844672,21,-0.194610324,0.240847601371049,1.265336,0.309271264467341,0.26989358,0.193817886464,9,7.66020526,0.568371626766662,8.231265,7.68117821341366,7.66020526,0.26277079456,14,-0.154260412,0.14538699981768,0.494555,0.21177607255668,0.1602761,0.135309024736,3,-0.001408012,0.107053398955454,0.650168,0.106848355180583,0.07860962,0.078497587136,34,0.335996384,0.366022457753055,0.951538,0.496316552093867,0.34996544,0.354775049152,1,8.14966493442816,0.559813355801644,0,2.685882456,0,0.194610324,0,7.66020526,0.4,0.172590276851545,5.2,0.0656760748668574,0.4,0.468766123893026,2
-2.230510148,1.11508065976404,6.151902,2.49271072902567,2.3083217,0.751048848448,13,-0.559850588,0.359249576680903,1.514333,0.664813280700658,0.563604708,0.300564526368,6,7.703583376,0.708170650220009,8.459911,7.73593539774844,7.703583376,0.413605053568,8,-0.179480604,0.196085257751553,0.749026,0.265535153617121,0.195894708,0.156381063808,6,-0.004554364,0.0983850336717627,0.658163,0.0982936347005034,0.072529996,0.072740288384,30,0.440175792,0.464385011551194,1.364021,0.639175682469551,0.473187296,0.442787429696,2,8.13290899943488,0.597914012639022,0,2.230510148,0,0.559850588,0,7.703583376,0.4,0.185592024571812,0.4,0.0662276629666622,0.4,0.594413374281934,2
-1.530445552,1.75653114197695,9.506178,2.32708479298896,1.957197624,1.326537511744,3,0.044359776,0.420455932786296,2.285266,0.421952424304333,0.325276216,0.310804436096,7,7.904308436,0.430734972564978,3.526659,7.91598903091363,7.904308436,0.32377976912,10,-0.171481436,0.165417059104753,0.612864,0.238032004406374,0.175565772,0.144229227808,3,0.107699852,0.217995973238901,1.40932,0.242757931882367,0.166018932,0.155012710112,15,0.44184276,0.57883957879672,1.657663,0.727282655859506,0.487599672,0.5289533904,2,8.25170185310429,0.407837803363504,0.4,1.94131612389168,0.4,0.458418718717515,0,7.904308436,0,0.171481436,1.6,0.148598380563657,0.4,0.697672715633738,2
-2.415577124,1.53625970237308,6.373365,2.86106035232307,2.472176068,1.274861546816,3,-0.263548952,0.532520286205775,2.440889,0.593212941446911,0.454060312,0.46404471616,1,7.663743848,0.777071968144734,8.700529,7.7028822688692,7.663743848,0.543014879808,6,-0.247832468,0.208992764490886,0.782067,0.323920045539136,0.247832468,0.174814824768,4,0.103659236,0.221824030365754,1.19615,0.244446955501638,0.172483284,0.160724533184,13,0.478429116,0.441155653345129,1.177764,0.650180172162298,0.482229956,0.414562284928,2,8.2143698514615,0.630620212492819,0,2.415577124,0.4,0.595337567709064,0,7.663743848,0,0.247832468,2.4,0.171175660551638,0.4,0.59287064799835,2
-0.564011684,0.704119226703169,4.246116,0.901060447228671,0.716570212,0.479790038496,13,0.201773696,0.267477195511645,1.357512,0.334619931139494,0.302559992,0.190645015168,10,8.12811366,0.538791354154946,7.942765,8.14588034583724,8.12811366,0.192098625440001,16,-0.129338728,0.118105361653582,0.353596,0.174990249746024,0.129338728,0.105550114368,1,0.073115176,0.101559948966991,0.668288,0.12497597570234,0.085555776,0.071212255872,19,0.268200888,0.363142641431229,1.027213,0.45086228943829,0.305064376,0.339199599808,1,8.18581353004026,0.522297873110736,0,0.564011684,0,0.201773696,0,8.12811366,0.4,0.146118091133713,0,0.073115176,0.4,0.434598176758076,2
